	ORDO-ID	Concept	Mapped_Term	SNOMED_ID	SNOMED_Term	ORDO_ID
778	60025	Pulmonary alveolar microlithiasis	Pulmonary alveolar microlithiasis	87153008	Pulmonary alveolar microlithiasis (disorder)	
779	1766	Dysequilibrium syndrome	Dysequilibrium syndrome	230782004	Dysequilibrium syndrome (disorder)	
780	1572	Common variable immunodeficiency	Common variable immunodeficiency	191010004	Common variable immunodeficiency (disorder)	
781	98856	Charcot-Marie-Tooth disease type 2B1	Charcot-Marie-Tooth disease type 2B1	725048002	Charcot-Marie-Tooth disease type 2B1 (disorder)	
782	3095	Atypical Rett syndrome	Atypical Rett syndrome	718393002	Atypical Rett syndrome (disorder)	
783	540	Familial hemophagocytic lymphohistiocytosis	Familial hemophagocytic lymphohistiocytosis	33374000	Familial hemophagocytic lymphohistiocytosis (disorder)	
784	199247	Corticosteroid-binding globulin deficiency	Corticosteroid-binding globulin deficiency	773728004	Corticosteroid-binding globulin deficiency (disorder)	
785	79128	Lymphoid interstitial pneumonia	Lymphoid interstitial pneumonia	44274007	Lymphoid interstitial pneumonia (disorder)	
786	425120	STING-associated vasculopathy with onset in infancy	STING-associated vasculopathy with onset in infancy	711164003	STING-associated vasculopathy with onset in infancy (disorder)	
787	89937	Autosomal dominant hypophosphatemic rickets	Autosomal dominant hypophosphatemic rickets	237889002	Autosomal dominant hypophosphatemic rickets (disorder)	
788	231450	Acute pure sensory neuropathy	Acute pure sensory neuropathy	783244002	Acute pure sensory neuropathy (disorder)	
789	169139	Transient hypogammaglobulinemia of infancy	Transient hypogammaglobulinemia of infancy	88714009	Transient hypogammaglobulinemia of infancy (disorder)	
790	180	Choroideremia	Choroideremia	75241009	Choroideremia (disorder)	
791	139485	Autosomal recessive ataxia due to ubiquinone deficiency	Autosomal recessive ataxia due to ubiquinone deficiency	725394006	Autosomal recessive ataxia due to ubiquinone deficiency (disorder)	
792	254463	Lichen planus pigmentosus	Lichen planus pigmentosus	717061002	Lichen planus pigmentosus (disorder)	
793	206586	Neurolymphomatosis	Neurolymphomatosis	766752000	Neurolymphomatosis (disorder)	
794	97349	Postencephalitic parkinsonism	Postencephalitic parkinsonism	19972008	Postencephalitic parkinsonism (disorder)	
795	50942	Striate palmoplantar keratoderma	Striate palmoplantar keratoderma	764958008	Striate palmoplantar keratoderma (disorder)	
796	52427	Retinitis punctata albescens	Retinitis punctata albescens	715562001	Retinitis punctata albescens (disorder)	
797	178307	Reticulate acropigmentation of Kitamura	Reticulate acropigmentation of Kitamura	239133004	Reticulate acropigmentation of Kitamura (disorder)	
798	2289	Neuronal intranuclear inclusion disease	Neuronal intranuclear inclusion disease	715437003	Neuronal intranuclear inclusion disease (disorder)	
799	199348	Thiamine-responsive encephalopathy	Thiamine-responsive encephalopathy	723557004	Thiamine-responsive encephalopathy (disorder)	
800	1954	Congenital lethal erythroderma	Congenital lethal erythroderma	722391005	Congenital lethal erythroderma (disorder)	
801	220460	Attenuated familial adenomatous polyposis	Attenuated familial adenomatous polyposis	715866009	Attenuated familial adenomatous polyposis (disorder)	
802	2047	Flynn-Aird syndrome	Flynn-Aird syndrome	239056006	Flynn-Aird syndrome (disorder)	
803	2962	De Barsy syndrome	De Barsy syndrome	238826008	de Barsy syndrome (disorder)	
804	276429	Hypnic headache	Hypnic headache	122711000119109	Hypnic headache (disorder)	
805	90394	Discrete papular lichen myxedematosus	Discrete papular lichen myxedematosus	717258005	Discrete papular lichen myxedematosus (disorder)	
806	186	Primary biliary cholangitis	Primary biliary cholangitis	31712002	Primary biliary cholangitis (disorder)	
807	99930	Secondary pulmonary hemosiderosis	Secondary pulmonary hemosiderosis	716712004	Secondary pulmonary hemosiderosis (disorder)	
808	83468	Solitary bone cyst	Solitary bone cyst	203467005	Solitary bone cyst (disorder)	
809	1955	Spinocerebellar ataxia type 34	Spinocerebellar ataxia type 34	719255000	Spinocerebellar ataxia type 34 (disorder)	
810	209335	Autosomal dominant adult-onset proximal spinal muscular atrophy	Autosomal dominant adult-onset proximal spinal muscular atrophy	784391002	Autosomal dominant adult-onset proximal spinal muscular atrophy (disorder)	
811	93308	Multiple epiphyseal dysplasia type 1	Multiple epiphyseal dysplasia type 1	715673002	Multiple epiphyseal dysplasia type 1 (disorder)	
812	86855	Plasmacytoma	Plasmacytoma	302852008	Plasmacytoma (disorder)	
813	86829	Chronic neutrophilic leukemia	Chronic neutrophilic leukemia	188734009	Chronic neutrophilic leukemia (disorder)	
814	416	Primary hyperoxaluria	Primary hyperoxaluria	17901006	Primary hyperoxaluria (disorder)	
815	209932	Cone dystrophy with supernormal rod response	Cone dystrophy with supernormal rod response	719455002	Cone dystrophy with supernormal rod response (disorder)	
816	370002	Focal palmoplantar keratoderma with joint keratoses	Focal palmoplantar keratoderma with joint keratoses	778051008	Focal palmoplantar keratoderma with joint keratoses (disorder)	
817	98811	Paroxysmal exertion-induced dyskinesia	Paroxysmal exertion-induced dyskinesia	724072002	Paroxysmal exertion-induced dyskinesia (disorder)	
818	420259	Secondary pulmonary alveolar proteinosis	Secondary pulmonary alveolar proteinosis	707510005	Secondary pulmonary alveolar proteinosis (disorder)	
819	399808	Male infertility with teratozoospermia due to single gene mutation	Male infertility with teratozoospermia due to single gene mutation	764096006	Male infertility with teratozoospermia due to single gene mutation (disorder)	
820	703	Bullous pemphigoid	Bullous pemphigoid	77090002	Bullous pemphigoid (disorder)	
821	85195	Familial expansile osteolysis	Familial expansile osteolysis	254153009	Familial expansile osteolysis (disorder)	
822	263297	Glycogen storage disease with severe cardiomyopathy due to glycogenin deficiency	Glycogen storage disease with severe cardiomyopathy due to glycogenin deficiency	717821004	Glycogen storage disease with severe cardiomyopathy due to glycogenin deficiency (disorder)	
823	319251	Rift valley fever	Rift valley fever	7077006	Rift valley fever (disorder)	
824	399058	Alpha-B crystallin-related late-onset myopathy	Alpha-B crystallin-related late-onset myopathy	783770002	Alpha-B crystallin-related late-onset myopathy (disorder)	
825	204	Sporadic Creutzfeldt-Jakob disease	Sporadic Creutzfeldt-Jakob disease	713060000	Sporadic Creutzfeldt-Jakob disease (disorder)	
826	276198	Spinocerebellar ataxia type 36	Spinocerebellar ataxia type 36	711158005	Spinocerebellar ataxia type 36 (disorder)	
827	352675	X-linked Charcot-Marie-Tooth disease type 6	X-linked Charcot-Marie-Tooth disease type 6	763347000	X-linked Charcot-Marie-Tooth disease type 6 (disorder)	
828	99857	Secondary syringomyelia	Secondary syringomyelia	770683002	Secondary syringomyelia (disorder)	
829	75565	Tropical endomyocardial fibrosis	Tropical endomyocardial fibrosis	715626008	Tropical endomyocardial fibrosis (disorder)	
830	171622	Autosomal recessive spastic paraplegia type 32	Autosomal recessive spastic paraplegia type 32	726606003	Autosomal recessive spastic paraplegia type 32 (disorder)	
831	100989	Autosomal dominant spastic paraplegia type 8	Autosomal dominant spastic paraplegia type 8	785305006	Autosomal dominant spastic paraplegia type 8 (disorder)	
832	99907	House allergic alveolitis	House allergic alveolitis	725415009	House allergic alveolitis (disorder)	
833	399103	Distal nebulin myopathy	Distal nebulin myopathy	783148005	Distal nebulin myopathy (disorder)	
834	723	Pneumocystosis	Pneumocystosis	88860002	Pneumocystosis (disorder)	
835	71272	Sandifer syndrome	Sandifer syndrome	230314007	Sandifer syndrome (disorder)	
836	293964	Hypoinsulinemic hypoglycemia and body hemihypertrophy	Hypoinsulinemic hypoglycemia and body hemihypertrophy	773666007	Hypoinsulinemic hypoglycemia and body hemihypertrophy (disorder)	
837	210571	Dystonia 16	Dystonia 16	722435003	Dystonia 16 (disorder)	
838	101075	X-linked Charcot-Marie-Tooth disease type 1	X-linked Charcot-Marie-Tooth disease type 1	763455008	X-linked Charcot-Marie-Tooth disease type 1 (disorder)	
839	349	Fucosidosis	Fucosidosis	64716005	Fucosidosis (disorder)	
840	411712	Maternal riboflavin deficiency	Maternal riboflavin deficiency	773549000	Maternal riboflavin deficiency (disorder)	
841	370076	Fetal carbamazepine syndrome	Fetal carbamazepine syndrome	254249002	Fetal carbamazepine syndrome (disorder)	
842	231426	Pharyngeal-cervical-brachial variant of Guillain-Barré syndrome	Pharyngeal-cervical-brachial variant of Guillain-Barré syndrome	783010003	Pharyngeal-cervical-brachial variant of Guillain-Barré syndrome (disorder)	
843	636	Neurofibromatosis type 1	Neurofibromatosis type 1	92824003	Neurofibromatosis type 1 (disorder)	
844	231013	Congenital trigeminal anesthesia	Congenital trigeminal anesthesia	763218005	Congenital trigeminal anesthesia (disorder)	
845	220443	Bleeding diathesis due to thromboxane synthesis deficiency	Bleeding diathesis due to thromboxane synthesis deficiency	783194008	Bleeding diathesis due to thromboxane synthesis deficiency (disorder)	
846	729	Polycythemia vera	Polycythemia vera	109992005	Polycythemia vera (disorder)	
847	83313	Boutonneuse fever	Boutonneuse fever	186774005	Boutonneuse fever (disorder)	
848	398117	Neonatal dermatomyositis	Neonatal dermatomyositis	774082004	Neonatal dermatomyositis (disorder)	
849	2203	Hyperlysinemia	Hyperlysinemia	58558003	Hyperlysinemia (disorder)	
850	34527	Familial primary hypomagnesemia with normocalciuria and normocalcemia	Familial primary hypomagnesemia with normocalciuria and normocalcemia	725031005	Familial primary hypomagnesemia with normocalciuria and normocalcemia (disorder)	
851	93360	Spondyloepimetaphyseal dysplasia with multiple dislocations	Spondyloepimetaphyseal dysplasia with multiple dislocations	766820007	Spondyloepimetaphyseal dysplasia with multiple dislocations (disorder)	
852	209967	Episodic ataxia type 6	Episodic ataxia type 6	718753002	Episodic ataxia type 6 (disorder)	
853	3197	Hereditary hyperekplexia	Hereditary hyperekplexia	724351008	Hereditary hyperekplexia (disorder)	
854	314566	Primary progressive apraxia of speech	Primary progressive apraxia of speech	723124007	Primary progressive apraxia of speech (disorder)	
855	65285	Lhermitte-Duclos disease	Lhermitte-Duclos disease	67944007	Lhermitte-Duclos disease (disorder)	
856	247257	Inhalational anthrax	Inhalational anthrax	11389007	Inhalational anthrax (disorder)	
857	141333	Biemond syndrome type 2	Biemond syndrome type 2	717887003	Biemond syndrome type 2 (disorder)	
858	97283	Somatostatinoma	Somatostatinoma	253006001	Somatostatinoma (disorder)	
859	86871	T-cell prolymphocytic leukemia	T-cell prolymphocytic leukemia	277567002	T-cell prolymphocytic leukemia (disorder)	
860	158003	Xanthoma disseminatum	Xanthoma disseminatum	399970005	Xanthoma disseminatum (disorder)	
861	234	Dubin-Johnson syndrome	Dubin-Johnson syndrome	44553005	Dubin-Johnson syndrome (disorder)	
862	3222	Phosphoribosylpyrophosphate synthetase superactivity	Phosphoribosylpyrophosphate synthetase superactivity	723454008	Phosphoribosylpyrophosphate synthetase superactivity (disorder)	
863	464343	Catastrophic antiphospholipid syndrome	Catastrophic antiphospholipid syndrome	609329007	Catastrophic antiphospholipid syndrome (disorder)	
864	98771	Spinocerebellar ataxia type 18	Spinocerebellar ataxia type 18	719250005	Spinocerebellar ataxia type 18 (disorder)	
865	260305	Autosomal recessive sideroblastic anemia	Autosomal recessive sideroblastic anemia	717050005	Autosomal recessive sideroblastic anemia (disorder)	
866	79102	Thyrotoxic periodic paralysis	Thyrotoxic periodic paralysis	30967002	Thyrotoxic periodic paralysis (disorder)	
867	454745	Kuru	Kuru	86188000	Kuru (disorder)	
868	1661	X-linked corneal dermoid	X-linked corneal dermoid	715426004	X-linked corneal dermoid (disorder)	
869	276183	Spinocerebellar ataxia type 32	Spinocerebellar ataxia type 32	719254001	Spinocerebellar ataxia type 32 (disorder)	
870	199323	Endophthalmitis	Endophthalmitis	1847009	Endophthalmitis (disorder)	
871	83452	Complex regional pain syndrome	Complex regional pain syndrome	128200000	Complex regional pain syndrome (disorder)	
872	405	Familial hypocalciuric hypercalcemia	Familial hypocalciuric hypercalcemia	237885008	Familial hypocalciuric hypercalcemia (disorder)	
873	363400	Severe neurodegenerative syndrome with lipodystrophy	Severe neurodegenerative syndrome with lipodystrophy	773555005	Severe neurodegenerative syndrome with lipodystrophy (disorder)	
874	781	Q fever	Q fever	186788009	Q fever (disorder)	
875	1509	Coxopodopatellar syndrome	Coxopodopatellar syndrome	720752007	Coxopodopatellar syndrome (disorder)	
876	2148	Lissencephaly type 1 due to doublecortin gene mutation	Lissencephaly type 1 due to doublecortin gene mutation	715780008	Lissencephaly type 1 due to doublecortin gene mutation (disorder)	
877	95232	Lissencephaly due to LIS1 mutation	Lissencephaly due to LIS1 mutation	770560008	Lissencephaly due to LIS1 mutation (disorder)	
878	397968	Charcot-Marie-Tooth disease type 2R	Charcot-Marie-Tooth disease type 2R	774147002	Charcot-Marie-Tooth disease type 2R (disorder)	
879	88633	Superior limbic keratoconjunctivitis	Superior limbic keratoconjunctivitis	231903005	Superior limbic keratoconjunctivitis (disorder)	
880	98956	Epithelial basement membrane dystrophy	Epithelial basement membrane dystrophy	373426005	Epithelial basement membrane dystrophy (disorder)	
881	2929	Juvenile polyposis syndrome	Juvenile polyposis syndrome	9273005	Juvenile polyposis syndrome (disorder)	
882	401795	Autosomal recessive spastic paraplegia type 59	Autosomal recessive spastic paraplegia type 59	773425000	Autosomal recessive spastic paraplegia type 59 (disorder)	
883	33408	Bullous lichen planus	Bullous lichen planus	6111009	Bullous lichen planus (disorder)	
884	320401	Autosomal recessive spastic paraplegia type 44	Autosomal recessive spastic paraplegia type 44	723821002	Autosomal recessive spastic paraplegia type 44 (disorder)	
885	254411	Annular atrophic lichen planus	Annular atrophic lichen planus	720493003	Annular atrophic lichen planus (disorder)	
886	168960	Refractory anemia with excess blasts in transformation	Refractory anemia with excess blasts in transformation	110000005	Refractory anemia with excess blasts in transformation (disorder)	
887	45452	Idiopathic neonatal atrial flutter	Idiopathic neonatal atrial flutter	715560009	Idiopathic neonatal atrial flutter (disorder)	
888	167	Chédiak-Higashi syndrome	Chédiak-Higashi syndrome	111396008	Chédiak-Higashi syndrome (disorder)	
889	363705	Craniofaciofrontodigital syndrome	Craniofaciofrontodigital syndrome	763320005	Craniofaciofrontodigital syndrome (disorder)	
890	2746	Opsismodysplasia	Opsismodysplasia	254068007	Opsismodysplasia (disorder)	
891	238755	Autosomal dominant limb-girdle muscular dystrophy type 1H	Autosomal dominant limb-girdle muscular dystrophy type 1H	771334000	Autosomal dominant limb-girdle muscular dystrophy type 1H (disorder)	
892	319303	Chromophobe renal cell carcinoma	Chromophobe renal cell carcinoma	733471003	Chromophobe renal cell carcinoma (disorder)	
893	3385	African trypanosomiasis	African trypanosomiasis	27031003	African trypanosomiasis (disorder)	
